"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match"
"3132","20100315154438-935637414.455414","No",38488,"Asterales","Asteraceae","Tagetes","patula",NA,"Tagetes patula","species",NA,NA,NA,NA,"French marigold","TAGPAT","Herb","Annual",FALSE,FALSE,NA,NA,NA,38488,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Tagetes patula","","FCD6DB1E-81CD-4481-9269-597B86FEA712","Tagetes patula","L.","Heterotypic_Synonym","C3D77A98-BE50-4BD3-BEE3-296297D1ACF6","Accepted","252092-1","59E67896-CB67-4041-BD7D-8B2D96BE9E6B","Tagetes erecta","L.","Sp. Pl.: 887 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Tagetes","NULL","erecta","NULL","NULL","NULL","NULL","African marigold, Aztec marigold, French marigold","Yes"
"3133","20100315154438-935735702.514648","Yes",508041,"Rubiales","Rubiaceae","Spermacoce","latifolia",NA,"Spermacoce latifolia","species","Aubl.",NA,"Wagner et al. 2012","Lorence et al., 1995; Oppenheimer, 2004, 2010","oval-leaf false buttonweed","SPELAT","Herb","Annual",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",508041,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Spermacoce latifolia","Aubl.","FD018DC7-8A32-450F-8009-F1DB8AE1A49A","Spermacoce latifolia","Aubl.","Accepted","FD018DC7-8A32-450F-8009-F1DB8AE1A49A","Accepted","766800-1","753FAF0E-1195-4675-9551-99FD2D271236","Spermacoce latifolia","Aubl.","Hist. Pl. Guiane: 55 (1775)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Gentianales","Rubiaceae","Spermacoce","NULL","latifolia","NULL","NULL","NULL","NULL","NULL","Yes"
"3134","20100315154438-93614459.0377808","No",526693,"Malvales","Malvaceae","Sida","acuta","ssp. carpinifolia","Sida acuta ssp. carpinifolia","subspecies","Burm.f.; (L.f.) Borss.Waalk.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990",NA,"SIDACU2","Herb","Perennial",FALSE,FALSE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",526693,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Sida acuta subsp. carpinifolia","Burm.f.; (L.f.) Borss.Waalk.","CA8E7821-1E98-4480-B865-C6113D72621B","Sida acuta subsp. carpinifolia","(Medik.) K.Schum.","Heterotypic_Synonym","58CD26EA-6D95-412C-88BC-10B0C95DFA34","Accepted","329571-2","DB492C27-D338-4A6D-9980-5A79E986FACE","Sida planicaulis","Cav.","Diss. 1: 24 (1785)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Malvales","Malvaceae","Sida","NULL","planicaulis","NULL","NULL","NULL","NULL","sida","Yes"
"3135","20100315154438-936571598.052979","Yes",32916,"Plantaginales","Plantaginaceae","Plantago","hawaiensis",NA,"Plantago hawaiensis","species","(A.Gray) Pilg.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","laukahi kuahiwi, laukahi","PLAHAW","Herb","Both",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.",32916,"HAVO",NA,NA,"Native","end","E",NA,NA,NA,"Plantago hawaiensis","(A.Gray) Pilg.","BFF187A1-C0B4-4720-B127-1E0B9C307C7A","Plantago hawaiensis","(A.Gray) Pilg.","Accepted","BFF187A1-C0B4-4720-B127-1E0B9C307C7A","Accepted","685217-1","50F86903-784B-4D5C-AF66-15C301550E2A","Plantago hawaiensis","(A.Gray) Pilg.","Repert. Spec. Nov. Regni Veg. 19: 156 (1923)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Lamiales","Plantaginaceae","Plantago","NULL","hawaiensis","NULL","Endangered","Critically Endangered","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C2a(i,ii); D","laukahi kuahiwi","Yes"
"3136","20100315154438-938545167.446136","Yes",41616,"Cyperales","Poaceae","Cynodon","spp.",NA,"Cynodon spp.","genus",NA,NA,NA,NA,NA,"CYNSP.","Grass","Perennial",FALSE,FALSE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",41616,"PUHO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Cynodon","","D70ED69A-299C-4834-B60F-D08DA5FFCB36","Cynodon","Rich.","Accepted","D70ED69A-299C-4834-B60F-D08DA5FFCB36","Accepted","331181-2","24E966EB-F6D2-47F6-9689-330DFE514368","Cynodon","Rich.","C.H.Persoon, Syn. Pl. 1: 85 (1805)","genus","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Cynodon","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes"
"3137","20100315154438-941581845.283508","No",502643,"Sapindales","Rutaceae","Fortunella","japonica",NA,"Fortunella japonica","species",NA,NA,NA,NA,"Marumi kumquat","FORJAP","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,502643,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Fortunella japonica","","EFEC125B-EA45-4589-A39D-4B245D92719E","Fortunella japonica","(Thunb.) Swingle","Homotypic_Synonym","B0655047-46BD-48F3-9938-38314E330FF7","Accepted","771939-1","238988DA-C33E-4447-B85B-24F09AC7BA43","Citrus japonica","Thunb.","Nova Acta Regiae Soc. Sci. Upsal., ser. 2, 3: 208 (1780)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Sapindales","Rutaceae","Citrus","NULL","japonica","NULL","NULL","NULL","NULL","marumi kumquat, meiwa kumquat","Yes"
"3138","20100315154438-942223608.493805","Yes",18915,"Papaverales","Papaveraceae","Argemone","mexicana",NA,"Argemone mexicana","species","L.",NA,"Wagner et al. 2012","Wysong & Hughes, 2007","Mexican pricklypoppy, yellow pricklypoppy, Mexican prickly poppy","ARGMEX","Herb","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",18915,"KALA",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Argemone mexicana","L.","82B20FCA-A07D-45BA-B058-AE633A2683B0","Argemone mexicana","L.","Accepted","82B20FCA-A07D-45BA-B058-AE633A2683B0","Accepted","18816-2","2E1A6C81-FE64-473D-B226-5126E044D3B4","Argemone mexicana","L.","Sp. Pl.: 508 (1753)","species","Viridiplantae","Magnoliophyta","Ranunculopsida","Ranunculales","Papaveraceae","Argemone","NULL","mexicana","NULL","NULL","NULL","NULL","Mexican poppy","Yes"
"3139","20100315154438-942988574.504852","No",23290,"Capparales","Brassicaceae","Raphanus","sativus",NA,"Raphanus sativus","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Staples & Herbst 2005","radish, daikon","RAPSAT1","Herb","Annual",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",23290,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Raphanus sativus","L.","4AC7EE1B-511D-4AA9-A60F-6FBC8A3B5D31","Raphanus sativus","L.","Accepted","4AC7EE1B-511D-4AA9-A60F-6FBC8A3B5D31","Accepted","288491-1","21378D84-F4D8-48F4-8D68-64520F6EF0B4","Raphanus sativus","L.","Sp. Pl.: 669 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Brassicales","Brassicaceae","Raphanus","NULL","sativus","NULL","NULL","NULL","NULL","daikon, radish, wild radish","Yes"
"3140","20100315154438-943077862.262726","Yes",41000,"Cyperales","Poaceae","Paspalum","notatum",NA,"Paspalum notatum","species","Flüggé",NA,"Wagner et al. 2012","Lorence & Flynn, 1999; Oppenheimer, 2007, 2008","Bahia grass, bahiagrass","PASNOT","Grass","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t",41000,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Paspalum notatum","Flüggé","38A952C0-FA9A-48D3-87EC-D78ED0EC0000","Paspalum notatum","Flüggé","Accepted","38A952C0-FA9A-48D3-87EC-D78ED0EC0000","Accepted","414477-1","6275FDB0-1A53-4169-AC66-BA7D929FED0A","Paspalum notatum","Flüggé","Gram. Monogr., Paspalum: 106 (1810)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Paspalum","NULL","notatum","NULL","NULL","NULL","NULL","bahia, Bahia grass","Yes"
"3141","20100315154438-943620443.344116","Yes",34641,"Campanulales","Campanulaceae","Clermontia","hawaiiensis",NA,"Clermontia hawaiiensis","species","(Hillebr.) Rock",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Lammers 1991","‘ohaha wai nui, ‘oha kepau, ‘oha wai nui","CLEHAW","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",34641,"HAVO","‘ōhā kēpau","Tree","Native","end",NA,2024-06-24,"Jacob Gross","JG: changed from shrub to tree 06/24/2024","Clermontia hawaiiensis","(Hillebr.) Rock","26203F37-1B7E-4E9D-9778-66EA6820D198","Clermontia hawaiiensis","(Hillebr.) Rock","Accepted","26203F37-1B7E-4E9D-9778-66EA6820D198","Accepted","141730-1","8C89E377-2310-4F71-9BBB-9A1C4C4966AD","Clermontia hawaiiensis","(Hillebr.) Rock","Indig. Trees Haw. Isl.: 477 (1913)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Campanulaceae","Clermontia","NULL","hawaiiensis","NULL","NULL","Vulnerable","A1ce","‘ōhā, ‘ōhā kēpau, ‘ōhā wai, ‘ōhā wai nui, ‘ōhāhā wai nui, hāhā [haha]","Yes"
"3142","20100315154438-943879246.711731","Yes",34619,"Campanulales","Campanulaceae","Wahlenbergia","gracilis",NA,"Wahlenbergia gracilis","species","(G. Forst.) A. DC.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990",NA,"WAHGRA","Herb","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",34619,"HAVO","Wahlenbergia gracilis","Herb","Non-Native","nat",NA,NA,NA,NA,"Wahlenbergia gracilis","(G. Forst.) A. DC.","6F2A253B-049B-45E8-A779-079C447A3BE4","Wahlenbergia gracilis","(G.Forst.) A.DC.","Accepted","6F2A253B-049B-45E8-A779-079C447A3BE4","Accepted","85250-3","689159F4-FA91-4CCB-B3D4-898E9AC08CC2","Wahlenbergia gracilis","(G.Forst.) A.DC.","Monogr. Campan.: 142 (1830)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Campanulaceae","Wahlenbergia","NULL","gracilis","NULL","NULL","NULL","NULL","NULL","Yes"
"3143","20100315154438-943879246.711731","Yes",34619,"Campanulales","Campanulaceae","Wahlenbergia","gracilis",NA,"Wahlenbergia gracilis","species","(G. Forst.) A. DC.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990",NA,"WAHGRA","Herb","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",34619,"KALA","Wahlenbergia gracilis","Herb","Non-Native","nat",NA,NA,NA,NA,"Wahlenbergia gracilis","(G. Forst.) A. DC.","6F2A253B-049B-45E8-A779-079C447A3BE4","Wahlenbergia gracilis","(G.Forst.) A.DC.","Accepted","6F2A253B-049B-45E8-A779-079C447A3BE4","Accepted","85250-3","689159F4-FA91-4CCB-B3D4-898E9AC08CC2","Wahlenbergia gracilis","(G.Forst.) A.DC.","Monogr. Campan.: 142 (1830)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Campanulaceae","Wahlenbergia","NULL","gracilis","NULL","NULL","NULL","NULL","NULL","Yes"
"3144","20100315154438-944295048.713684","No",28889,"Sapindales","Rutaceae","Citrus","sinensis",NA,"Citrus sinensis","species",NA,NA,NA,NA,"orange","CITSIN","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,28889,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Citrus sinensis","","7F05F29D-AC6C-461A-AD47-76189BB053CF","Citrus sinensis","NULL","Synonym","A3B27281-4CB1-4E09-8596-7CD357D1023F","Accepted","3287406-4","0C8B080A-3916-4C62-8C71-68A6742EC058","Citrus × aurantium f. aurantium","NULL","NULL","form","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Sapindales","Rutaceae","Citrus","NULL","aurantium","aurantium","NULL","NULL","NULL","grapefruit, orange, tangelo","Yes"
"3145","20100315154438-944295048.713684","No",28889,"Sapindales","Rutaceae","Citrus","sinensis",NA,"Citrus sinensis","species",NA,NA,NA,NA,"orange","CITSIN","Tree Shrub","Perennial",FALSE,FALSE,NA,NA,NA,28889,"PUHO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Citrus sinensis","","7F05F29D-AC6C-461A-AD47-76189BB053CF","Citrus sinensis","NULL","Synonym","A3B27281-4CB1-4E09-8596-7CD357D1023F","Accepted","3287406-4","0C8B080A-3916-4C62-8C71-68A6742EC058","Citrus × aurantium f. aurantium","NULL","NULL","form","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Sapindales","Rutaceae","Citrus","NULL","aurantium","aurantium","NULL","NULL","NULL","grapefruit, orange, tangelo","Yes"
"3146","20100315154438-944887816.905975","Yes",41680,"Cyperales","Poaceae","Dichanthium","aristatum",NA,"Dichanthium aristatum","species","(Poir.) Hubb.",NA,"Wagner et al. 2012","Herbst & Clayton, 1998","Wilder grass","DICARI","Grass","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",41680,"HAVO",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Dichanthium aristatum","(Poir.) Hubb.","D17F05CA-5D42-4D71-9240-8F7E9621CCDD","Dichanthium aristatum","(Poir.) C.E.Hubb.","Accepted","D17F05CA-5D42-4D71-9240-8F7E9621CCDD","Accepted","398529-1","E10481CC-9A97-417B-8B75-EAE21570FE07","Dichanthium aristatum","(Poir.) C.E.Hubb.","Bull. Misc. Inform. Kew 1939: 654 (1940)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Dichanthium","NULL","aristatum","NULL","NULL","NULL","NULL","angleton bluestem, wilder grass","Yes"
"3147","20100315154438-944971024.990082","Yes",42388,"Zingiberales","Musaceae","Musa","spp.",NA,"Musa spp.","genus",NA,NA,NA,NA,"banana, maia","MUSSP.","Herb","Perennial",FALSE,TRUE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",42388,"KAHO","mai‘a","Herb","Non-Native","nat",NA,NA,NA,NA,"Musa","","640D4E0B-4356-4C39-BB8B-5D1F1BFAEDDA","Musa","L.","Accepted","640D4E0B-4356-4C39-BB8B-5D1F1BFAEDDA","Accepted","327926-2","F87883D5-1CB2-41BA-AF50-41FDE042EBF6","Musa","L.","Sp. Pl.: 1043 (1753)","genus","Viridiplantae","Magnoliophyta","Monocots","Zingiberales","Musaceae","Musa","NULL","NULL","NULL","NULL","NULL","NULL","banana","Yes"
"3148","20100315154438-944971024.990082","Yes",42388,"Zingiberales","Musaceae","Musa","spp.",NA,"Musa spp.","genus",NA,NA,NA,NA,"banana, maia","MUSSP.","Herb","Perennial",FALSE,TRUE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",42388,"HAVO","mai‘a","Herb","Non-Native","nat",NA,NA,NA,NA,"Musa","","640D4E0B-4356-4C39-BB8B-5D1F1BFAEDDA","Musa","L.","Accepted","640D4E0B-4356-4C39-BB8B-5D1F1BFAEDDA","Accepted","327926-2","F87883D5-1CB2-41BA-AF50-41FDE042EBF6","Musa","L.","Sp. Pl.: 1043 (1753)","genus","Viridiplantae","Magnoliophyta","Monocots","Zingiberales","Musaceae","Musa","NULL","NULL","NULL","NULL","NULL","NULL","banana","Yes"
"3149","20100315154438-945070624.351501","Yes",17729,"Polypodiales","Tectariaceae","Tectaria","gaudichaudii",NA,"Tectaria gaudichaudii","species","(Mett.) Maxon",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","Gaudichaud's halberd fern","TECGAU","Fern","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form",17729,"HAVO",NA,NA,"Native","end",NA,NA,NA,NA,"Tectaria gaudichaudii","(Mett.) Maxon","A240BE22-95EF-4F6D-ADDC-A117599B1A9E","Tectaria gaudichaudii","(Mett.) Maxon","Accepted","A240BE22-95EF-4F6D-ADDC-A117599B1A9E","Accepted","17360360-1","39CE62B7-4A07-4D36-B491-36724DF7C463","Tectaria gaudichaudii","(Mett.) Maxon","Proc. Biol. Soc. Washington 36. 173 (1923)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Tectariaceae","Tectaria","NULL","gaudichaudii","NULL","NULL","NULL","NULL","‘iwa‘iwa lau nui [iwaiwa lau nui]","Yes"
"3150","20100315154438-945070624.351501","Yes",17729,"Polypodiales","Tectariaceae","Tectaria","gaudichaudii",NA,"Tectaria gaudichaudii","species","(Mett.) Maxon",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","Gaudichaud's halberd fern","TECGAU","Fern","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form",17729,"HALE",NA,NA,"Native","end",NA,NA,NA,NA,"Tectaria gaudichaudii","(Mett.) Maxon","A240BE22-95EF-4F6D-ADDC-A117599B1A9E","Tectaria gaudichaudii","(Mett.) Maxon","Accepted","A240BE22-95EF-4F6D-ADDC-A117599B1A9E","Accepted","17360360-1","39CE62B7-4A07-4D36-B491-36724DF7C463","Tectaria gaudichaudii","(Mett.) Maxon","Proc. Biol. Soc. Washington 36. 173 (1923)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Tectariaceae","Tectaria","NULL","gaudichaudii","NULL","NULL","NULL","NULL","‘iwa‘iwa lau nui [iwaiwa lau nui]","Yes"
"3151","20100315154438-945070624.351501","Yes",17729,"Polypodiales","Tectariaceae","Tectaria","gaudichaudii",NA,"Tectaria gaudichaudii","species","(Mett.) Maxon",NA,"2012 Bishop Museum Technical Report 60","Palmer 2003","Gaudichaud's halberd fern","TECGAU","Fern","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form",17729,"KALA",NA,NA,"Native","end",NA,NA,NA,NA,"Tectaria gaudichaudii","(Mett.) Maxon","A240BE22-95EF-4F6D-ADDC-A117599B1A9E","Tectaria gaudichaudii","(Mett.) Maxon","Accepted","A240BE22-95EF-4F6D-ADDC-A117599B1A9E","Accepted","17360360-1","39CE62B7-4A07-4D36-B491-36724DF7C463","Tectaria gaudichaudii","(Mett.) Maxon","Proc. Biol. Soc. Washington 36. 173 (1923)","species","Viridiplantae","Pteridophyta","Polypodiopsida","Polypodiales","Tectariaceae","Tectaria","NULL","gaudichaudii","NULL","NULL","NULL","NULL","‘iwa‘iwa lau nui [iwaiwa lau nui]","Yes"
"3152","20100315154438-945315837.860107","No",530257,"Caryophyllales","Caryophyllaceae","Schiedea","pubescens","var. pubescens","Schiedea pubescens var. pubescens","varietas",NA,NA,NA,NA,"hairy schiedea","SCHPUB","Vine","Perennial",FALSE,FALSE,NA,NA,NA,530257,"HALE",NA,NA,"Native",NA,NA,NA,NA,NA,"Schiedea pubescens var. pubescens","","4A2383D4-147F-4214-BE1F-8035B9825C16","Schiedea pubescens var. pubescens","NULL","Synonym","D2E50571-C9E1-4781-AC1C-45865B45B723","Accepted","149414-1","139BD22F-9D65-404D-AD1A-CAAFBC3D7FF7","Schiedea pubescens","Hillebr.","Fl. Hawaiian Isl.: 21 (1888)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Caryophyllaceae","Schiedea","NULL","pubescens","NULL","Endangered","Critically Endangered","C2a(i)","ma oli oli","Yes"
"3153","20100315154438-945315837.860107","No",530257,"Caryophyllales","Caryophyllaceae","Schiedea","pubescens","var. pubescens","Schiedea pubescens var. pubescens","varietas",NA,NA,NA,NA,"hairy schiedea","SCHPUB","Vine","Perennial",FALSE,FALSE,NA,NA,NA,530257,"KALA",NA,NA,"Native",NA,NA,NA,NA,NA,"Schiedea pubescens var. pubescens","","4A2383D4-147F-4214-BE1F-8035B9825C16","Schiedea pubescens var. pubescens","NULL","Synonym","D2E50571-C9E1-4781-AC1C-45865B45B723","Accepted","149414-1","139BD22F-9D65-404D-AD1A-CAAFBC3D7FF7","Schiedea pubescens","Hillebr.","Fl. Hawaiian Isl.: 21 (1888)","species","Viridiplantae","Magnoliophyta","Eudicot-CoreEudicot","Caryophyllales","Caryophyllaceae","Schiedea","NULL","pubescens","NULL","Endangered","Critically Endangered","C2a(i)","ma oli oli","Yes"
"3154","20100315154438-945654094.219208","Yes",181839,"Magnoliales","Annonaceae","Cananga","odorata",NA,"Cananga odorata","species","(Lam.) Hook. f. & T. Thomson",NA,"Whistler 2004",NA,"ylang-ylang","CANODO","Tree","Perennial",FALSE,TRUE,NA,NA,NA,181839,"HALE","ylang-ylang","Tree","Non-Native","nat",NA,NA,NA,NA,"Cananga odorata","(Lam.) Hook. f. & T. Thomson","6ABA5BCB-0F15-4C02-B1CE-6577DF9AFD36","Cananga odorata","(Lam.) Hook.f. & Thomson","Accepted","6ABA5BCB-0F15-4C02-B1CE-6577DF9AFD36","Accepted","72580-1","37021F41-FF44-464A-948E-A22BB17AB087","Cananga odorata","(Lam.) Hook.f. & Thomson","Fl. Ind. 1: 130 (1855)","species","Viridiplantae","Magnoliophyta","Magnoliids","Magnoliales","Annonaceae","Cananga","NULL","odorata","NULL","NULL","Least Concern","NULL","ylang-ylang","Yes"
"3155","20100315154438-945654094.219208","Yes",181839,"Magnoliales","Annonaceae","Cananga","odorata",NA,"Cananga odorata","species","(Lam.) Hook. f. & T. Thomson",NA,"Whistler 2004",NA,"ylang-ylang","CANODO","Tree","Perennial",FALSE,TRUE,NA,NA,NA,181839,"KALA","ylang-ylang","Tree","Non-Native","nat",NA,NA,NA,NA,"Cananga odorata","(Lam.) Hook. f. & T. Thomson","6ABA5BCB-0F15-4C02-B1CE-6577DF9AFD36","Cananga odorata","(Lam.) Hook.f. & Thomson","Accepted","6ABA5BCB-0F15-4C02-B1CE-6577DF9AFD36","Accepted","72580-1","37021F41-FF44-464A-948E-A22BB17AB087","Cananga odorata","(Lam.) Hook.f. & Thomson","Fl. Ind. 1: 130 (1855)","species","Viridiplantae","Magnoliophyta","Magnoliids","Magnoliales","Annonaceae","Cananga","NULL","odorata","NULL","NULL","Least Concern","NULL","ylang-ylang","Yes"
"3156","20100315154438-94630718.2312012","No",195690,"Violales","Violaceae","Viola","chamissoniana","ssp. robusta","Viola chamissoniana ssp. robusta","subspecies","(Hillebr.) W. L. Wagner; D. R.  Herbst & Sohmer",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","olopu","VIOCHA2","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",195690,"KALA","pāmakani","Shrub","Native","end","E",NA,NA,NA,"Viola chamissoniana subsp. robusta","(Hillebr.) W. L. Wagner; D. R.  Herbst & Sohmer","72CA15BF-00B0-4D85-A190-1CF09C6FF7C2","Viola chamissoniana subsp. robusta","(Hillebr.) W.L.Wagner, D.R.Herbst & Sohmer","Accepted","72CA15BF-00B0-4D85-A190-1CF09C6FF7C2","Accepted","955615-1","4C61E326-E50A-4A26-B95E-65B0C34F1F3E","Viola chamissoniana subsp. robusta","(Hillebr.) W.L.Wagner, D.R.Herbst & Sohmer","Bishop Mus. Occas. Pap. 29: 117 (1989)","subspecies","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Malpighiales","Violaceae","Viola","NULL","chamissoniana","robusta","NULL","NULL","NULL","‘olopū, pāmakani","Yes"
"3157","20100315154438-947562456.130981","Yes",503281,"Liliales","Liliaceae","Kniphofia","uvaria",NA,"Kniphofia uvaria","species",NA,NA,NA,NA,"redhot poker","KNIUVA","Herb","Perennial",FALSE,FALSE,NA,NA,NA,503281,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Kniphofia uvaria","","504C51E5-5EC9-011D-A581-4385C80A357A","Kniphofia uvaria","(L.) Oken","Accepted","504C51E5-5EC9-011D-A581-4385C80A357A","Accepted","537112-1","6E36534F-7C33-59CA-0FDE-14BF9D13224C","Kniphofia uvaria","(L.) Oken","Allg. Naturgesch. 3(1): 566 (1841)","species","Viridiplantae","Magnoliophyta","Monocots","Asparagales","Asphodelaceae","Kniphofia","NULL","uvaria","NULL","NULL","NULL","NULL","red hot poker, torch lily","Yes"
